,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url
256,57,"""Taki Taki""","DJ Snake featuring Selena Gomez, Ozuna and Cardi B",2019,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",True,https://i.scdn.co/image/ab67616d0000b273e105c410a7b390c61a58cbf8,2018-09-28,
257,58,"""Close to Me""",Ellie Goulding and Diplo featuring Swae Lee,2019,Close To Me,True,https://i.scdn.co/image/ab67616d0000b2732e82607d66db70e5639f67ff,2022-04-05,
258,59,"""Envy Me""",Calboy,2019,Envy Me,True,https://i.scdn.co/image/ab67616d0000b2735f75220f317b41171e88209e,2019-05-31,https://p.scdn.co/mp3-preview/5c82662a3df90c5a3e31b4d3a30ad2f673ed4988?cid=914d599079cf414bb7441d9c09e8dd1d
259,60,"""You Say""",Lauren Daigle,2019,You Say,False,https://i.scdn.co/image/ab67616d0000b273f450251e05b9ab74d11d9e53,2018-09-07,https://p.scdn.co/mp3-preview/f0d7a7c2fbdb3aabca27d9e72fc44c9bed6980df?cid=914d599079cf414bb7441d9c09e8dd1d
260,61,"""Hey Look Ma, I Made It""",Panic! at the Disco,2019,"Hey Look Ma, I Made It",False,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,2018-06-22,https://p.scdn.co/mp3-preview/21b47134de4e98a0373195320a306020eb6bbba5?cid=914d599079cf414bb7441d9c09e8dd1d
261,62,"""Circles""",Post Malone,2019,Circles,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,
262,63,"""Beer Never Broke My Heart""",Luke Combs,2019,Beer Never Broke My Heart,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/c7f6e8d82c8f97ca31cd48fdb366e77a42544e1d?cid=914d599079cf414bb7441d9c09e8dd1d
263,64,"""The London""","Young Thug, J. Cole and Travis Scott",2019,The London (feat. J. Cole & Travis Scott),True,https://i.scdn.co/image/ab67616d0000b273137c2d3150118e7157800c5b,2019-05-23,https://p.scdn.co/mp3-preview/3889913dba74cd7bcfcb98bb04be3ec4e2e20518?cid=914d599079cf414bb7441d9c09e8dd1d
264,65,"""Con Calma""",Daddy Yankee and Katy Perry featuring Snow,2019,Con Calma,False,https://i.scdn.co/image/ab67616d0000b2737eb072c3eee4c15398c38757,2022-04-04,
265,66,"""Murder on My Mind""",YNW Melly,2019,Murder On My Mind,True,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0,2018-08-03,https://p.scdn.co/mp3-preview/cb142db9cc5e92a6f2ac873dc25f8483c5e3fe86?cid=914d599079cf414bb7441d9c09e8dd1d
266,67,"""When the Party's Over""",Billie Eilish,2019,when the party's over,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,
267,68,"""Act Up""",City Girls,2019,Act Up,True,https://i.scdn.co/image/ab67616d0000b27355eacf604f263cc9347e03e7,2018-11-16,
268,69,"""I Like It""","Cardi B, Bad Bunny and J Balvin",2019,I Like It,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/dd236952548f554253f11b2c4c9f2ce1fb7f5b66?cid=914d599079cf414bb7441d9c09e8dd1d
269,70,"""Trampoline""",Shaed,2019,Trampoline,False,https://i.scdn.co/image/ab67616d0000b273a1f207de5b29461e5f873a21,2018-09-21,
270,71,"""Leave Me Alone""",Flipp Dinero,2019,Leave Me Alone,True,https://i.scdn.co/image/ab67616d0000b273b164878e278ee736452836c7,2019-11-22,https://p.scdn.co/mp3-preview/a8c8e82772d3085a87e7545892a3c8b8697a94d9?cid=914d599079cf414bb7441d9c09e8dd1d
271,72,"""Breathin""",Ariana Grande,2019,breathin,True,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,
272,73,"""Bury a Friend""",Billie Eilish,2019,bury a friend,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,
273,74,"""Close Friends""",Lil Baby,2019,Close Friends (Lil Baby & Gunna),True,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c,2018-10-05,
274,75,"""Baby Shark""",Pinkfong,2019,Baby Shark,False,https://i.scdn.co/image/ab67616d0000b27311723f2867f29b2134ae47e4,2017-07-27,https://p.scdn.co/mp3-preview/d2de88f64a5af430f817467679539937da8a84d0?cid=914d599079cf414bb7441d9c09e8dd1d
275,76,"""My Type""",Saweetie,2019,My Type,True,https://i.scdn.co/image/ab67616d0000b27359dc6229be2836d4d432b2f0,2019-03-29,https://p.scdn.co/mp3-preview/464c274be21fd66a33097820e45460b60b04a153?cid=914d599079cf414bb7441d9c09e8dd1d
276,77,"""Worth It""",YK Osiris,2019,WORTH IT,False,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,2022-03-11,https://p.scdn.co/mp3-preview/12292a017e9b9f90ec0f96f706f64ef97d5b0d5b?cid=914d599079cf414bb7441d9c09e8dd1d
277,78,"""Only Human""",Jonas Brothers,2019,Only Human,False,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,2019-06-07,
278,79,"""Knockin' Boots""",Luke Bryan,2019,Knockin' Boots,False,https://i.scdn.co/image/ab67616d0000b273f40b427040108cfcb1503800,2019-03-29,
279,80,"""Trip""",Ella Mai,2019,Trip,False,https://i.scdn.co/image/ab67616d0000b2737ce0faf0620ab9c1779e1fbf,2018-10-12,
280,81,"""Rumor""",Lee Brice,2019,Rumors (feat. Lil Durk),True,https://i.scdn.co/image/ab67616d0000b2738c75e7c52a57ad3b4eb44351,2022-01-25,https://p.scdn.co/mp3-preview/723a61996db975c401feb49155655a7112dd2514?cid=914d599079cf414bb7441d9c09e8dd1d
281,82,"""Swervin""",A Boogie wit da Hoodie featuring 6ix9ine,2019,Swervin (feat. 6ix9ine),True,https://i.scdn.co/image/ab67616d0000b273dcfadea246002a5c0fd7b1b8,2018-12-21,https://p.scdn.co/mp3-preview/dc108fe7f357b0fa34b03b11c623e63781bb2daf?cid=914d599079cf414bb7441d9c09e8dd1d
282,83,"""How Do You Sleep?""",Sam Smith,2019,How Do You Sleep?,False,https://i.scdn.co/image/ab67616d0000b27376bc1c851462191faec76bf8,2019-07-19,
283,84,"""Baby""",Lil Baby and DaBaby,2019,Baby,False,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,2010-01-01,
284,85,"""Look What God Gave Her""",Thomas Rhett,2019,Look What God Gave Her,False,https://i.scdn.co/image/ab67616d0000b27382abc8986726acbd00d434e1,2019-05-31,
285,86,"""Good as You""",Kane Brown,2019,Good as You,False,https://i.scdn.co/image/ab67616d0000b273c61fe3be705958234977faaa,2019-11-01,https://p.scdn.co/mp3-preview/d4922b6a4358c8bae49d8734ff7928d379d2e674?cid=914d599079cf414bb7441d9c09e8dd1d
286,87,"""Clout""",Offset featuring Cardi B,2019,CLOUT COBAIN | CLOUT CO13A1N,True,https://i.scdn.co/image/ab67616d0000b2737d05dd3ebb77cc048d66b294,2018-07-27,
287,88,"""Love Lies""",Khalid and Normani,2019,Love Lies (with Normani),False,https://i.scdn.co/image/ab67616d0000b273dd7eaf261543814a6d715d67,2018-02-14,https://p.scdn.co/mp3-preview/1c740235957ac7223d29dffb21c320182f96a54f?cid=914d599079cf414bb7441d9c09e8dd1d
288,89,"""One Thing Right""",Marshmello and Kane Brown,2019,One Thing Right,False,https://i.scdn.co/image/ab67616d0000b273f0d9f552f55d802413da1002,2019-06-21,https://p.scdn.co/mp3-preview/9ff999df680540fb9ef455d04c5605ef70786c24?cid=914d599079cf414bb7441d9c09e8dd1d
289,90,"""Cash Shit""",Megan Thee Stallion featuring DaBaby,2019,Cash Shit (feat. DaBaby),True,https://i.scdn.co/image/ab67616d0000b2738fdfd969c0b6375ca22c3fa3,2019-05-17,https://p.scdn.co/mp3-preview/afe7c75f6b6f4bc72b0b74dad6c50904e3e386b6?cid=914d599079cf414bb7441d9c09e8dd1d
290,91,"""Tequila""",Dan + Shay,2019,Tequila,False,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22,https://p.scdn.co/mp3-preview/bebaf7d9f2f4b0ab068b56b5826f0791c132c22a?cid=914d599079cf414bb7441d9c09e8dd1d
291,92,"""Shotta Flow""",NLE Choppa,2019,Shotta Flow 6,True,https://i.scdn.co/image/ab67616d0000b2732707bec7ac1cf97cf06631fb,2022-01-28,https://p.scdn.co/mp3-preview/14b6367b4c63ed5c6afef78d77671132627d752d?cid=914d599079cf414bb7441d9c09e8dd1d
292,93,"""Hot Girl Summer""",Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,2019,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),True,https://i.scdn.co/image/ab67616d0000b2739dcf842e1b19fc15b1ad31dc,2019-08-09,https://p.scdn.co/mp3-preview/6cc73c8ef63f6bf9f5d6c589d78280e507d90bc8?cid=914d599079cf414bb7441d9c09e8dd1d
293,94,"""Talk You Out of It""",Florida Georgia Line,2019,Talk You Out Of It,False,https://i.scdn.co/image/ab67616d0000b27342f67892edff211325a54db4,2019-02-15,
294,95,"""Beautiful""",Bazzi featuring Camila Cabello,2019,Beautiful Crazy,False,https://i.scdn.co/image/ab67616d0000b273ccba76fad1c624c09e72bc78,2018-06-01,https://p.scdn.co/mp3-preview/22bc30ceb0bd5c8175491dfdc7cdeb8c1a3ba6f8?cid=914d599079cf414bb7441d9c09e8dd1d
295,96,"""Eyes on You""",Chase Rice,2019,Eyes On You,False,https://i.scdn.co/image/ab67616d0000b27367811779dba7ae060530096b,2017-11-17,https://p.scdn.co/mp3-preview/5527b5bf9085b4e276884574cba7800566d411bf?cid=914d599079cf414bb7441d9c09e8dd1d
296,97,"""All to Myself""",Dan + Shay,2019,All To Myself,False,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22,https://p.scdn.co/mp3-preview/22b3a2900da1644b502185b7c7087c4508e2a7a4?cid=914d599079cf414bb7441d9c09e8dd1d
297,98,"""Boyfriend""",Ariana Grande and Social House,2019,Boyfriend,True,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,2022-02-11,https://p.scdn.co/mp3-preview/53120317c1fc5576aa178f37ddfa991f6eabf0d6?cid=914d599079cf414bb7441d9c09e8dd1d
298,99,"""Walk Me Home""",Pink,2019,Walk Me Home,False,https://i.scdn.co/image/ab67616d0000b2731a15fe1c0e41a68f1eeaec4d,2022-02-11,https://p.scdn.co/mp3-preview/974665043a257deef1c309ce5da9b156df54eb7f?cid=914d599079cf414bb7441d9c09e8dd1d
299,100,"""Robbery""",Juice Wrld,2019,Robbery,True,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664,2019-03-08,
300,1,"""God's Plan""",Drake,2018,God's Plan,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,
301,2,"""Perfect""",Ed Sheeran,2018,Perfect,False,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-03-03,https://p.scdn.co/mp3-preview/229419b7fe43f4aa963e8ed8eecabc4b87c4958e?cid=914d599079cf414bb7441d9c09e8dd1d
302,3,"""Meant to Be""",Bebe Rexha featuring Florida Georgia Line,2018,Meant to Be (feat. Florida Georgia Line),False,https://i.scdn.co/image/ab67616d0000b2731ba5682505dd6e2592b16e41,2017-08-11,https://p.scdn.co/mp3-preview/31115b2463d819a49232ee593bd6521b654acc6a?cid=914d599079cf414bb7441d9c09e8dd1d
303,4,"""Havana""",Camila Cabello featuring Young Thug,2018,Havana (feat. Young Thug),False,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,2018-01-12,https://p.scdn.co/mp3-preview/dde842d9c212b2acdd3dcbefa41f2b41b198ec8f?cid=914d599079cf414bb7441d9c09e8dd1d
304,5,"""Rockstar""",Post Malone featuring 21 Savage,2018,rockstar (feat. 21 Savage),True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,
305,6,"""Psycho""",Post Malone featuring Ty Dolla Sign,2018,Psycho (feat. Ty Dolla $ign),True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,
306,7,"""I Like It""","Cardi B, Bad Bunny and J Balvin",2018,I Like It,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/dd236952548f554253f11b2c4c9f2ce1fb7f5b66?cid=914d599079cf414bb7441d9c09e8dd1d
307,8,"""The Middle""","Zedd, Maren Morris and Grey",2018,The Middle,False,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6,2001-07-17,
308,9,"""In My Feelings""",Drake,2018,In My Feelings,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,
309,10,"""Girls Like You""",Maroon 5 featuring Cardi B,2018,Girls Like You,True,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,2018-06-15,
310,11,"""Nice for What""",Drake,2018,Nice For What,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,
311,12,"""Lucid Dreams""",Juice Wrld,2018,Lucid Dreams,True,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,2018-12-10,
312,13,"""Better Now""",Post Malone,2018,Better Now,True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,
313,14,"""Finesse""",Bruno Mars featuring Cardi B,2018,Finesse,False,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,
314,15,"""Boo'd Up""",Ella Mai,2018,Boo'd Up,False,https://i.scdn.co/image/ab67616d0000b2731067b9877d6435ae9ecb26ac,2017-02-22,
315,16,"""New Rules""",Dua Lipa,2018,New Rules,False,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,2017-06-02,https://p.scdn.co/mp3-preview/b6936c211bfbf998b95af98ea0b1c52f0d413066?cid=914d599079cf414bb7441d9c09e8dd1d
316,17,"""Sad!""",XXXTentacion,2018,SAD!,True,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2018-03-16,
317,18,"""Never Be the Same""",Camila Cabello,2018,Never Be the Same,False,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,2018-01-12,https://p.scdn.co/mp3-preview/36d832244ebec2c3804f7d95e1e45712c5897201?cid=914d599079cf414bb7441d9c09e8dd1d
318,19,"""Love Lies""",Khalid and Normani,2018,Love Lies (with Normani),False,https://i.scdn.co/image/ab67616d0000b273dd7eaf261543814a6d715d67,2018-02-14,https://p.scdn.co/mp3-preview/1c740235957ac7223d29dffb21c320182f96a54f?cid=914d599079cf414bb7441d9c09e8dd1d
319,20,"""No Tears Left to Cry""",Ariana Grande,2018,no tears left to cry,False,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,
320,21,"""Mine""",Bazzi,2018,Mine,True,https://i.scdn.co/image/ab67616d0000b273f9f2d43ff44bdfbe8c556f8d,2018-04-12,https://p.scdn.co/mp3-preview/9308e43f7632f59cdffb5cd4f7f62c202ff5ba30?cid=914d599079cf414bb7441d9c09e8dd1d
321,22,"""Thunder""",Imagine Dragons,2018,Thunder,False,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,2017-06-23,
322,23,"""Look Alive""",BlocBoy JB featuring Drake,2018,Look Alive (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b27355cad990bc1ce5808367fa0e,2018-02-09,https://p.scdn.co/mp3-preview/953b7bb8a9b6637be1b175f3aacc9548e81c48f8?cid=914d599079cf414bb7441d9c09e8dd1d
323,24,"""Delicate""",Taylor Swift,2018,Delicate,False,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,2017-11-10,
324,25,"""Yes Indeed""",Lil Baby and Drake,2018,Yes Indeed,True,https://i.scdn.co/image/ab67616d0000b2736cab41f8c84d6164976400d4,2018-05-18,
325,26,"""Friends""",Marshmello and Anne-Marie,2018,Friends,False,https://i.scdn.co/image/ab67616d0000b273c6853bb1af2bed82d15918f4,2015-02-21,https://p.scdn.co/mp3-preview/0bc44f2e480edd93cf70a34c1f35072a61820ddf?cid=914d599079cf414bb7441d9c09e8dd1d
326,27,"""Bad at Love""",Halsey,2018,Bad At Love,False,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,2017-06-02,
327,28,"""Taste""",Tyga featuring Offset,2018,Taste (feat. Offset),True,https://i.scdn.co/image/ab67616d0000b273a4d73b32e40487605c73cffe,2018-05-16,https://p.scdn.co/mp3-preview/093ca736367e2a2d40a2669a1ded4bb53292c1e2?cid=914d599079cf414bb7441d9c09e8dd1d
328,29,"""Let You Down""",NF,2018,Let You Down,False,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,2017-10-06,
329,30,"""No Limit""",G-Eazy featuring ASAP Rocky and Cardi B,2018,No Limit,True,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,2017-12-15,https://p.scdn.co/mp3-preview/0591d0e11984a4801a496a4d9270e9f89cbd973a?cid=914d599079cf414bb7441d9c09e8dd1d
330,31,"""Fefe""",6ix9ine featuring Nicki Minaj and Murda Beatz,2018,FEFE,True,https://i.scdn.co/image/ab67616d0000b273a44014b83e1dde7144786bb5,2018,
331,32,"""Tequila""",Dan + Shay,2018,Tequila,False,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22,https://p.scdn.co/mp3-preview/bebaf7d9f2f4b0ab068b56b5826f0791c132c22a?cid=914d599079cf414bb7441d9c09e8dd1d
332,33,"""Feel It Still""",Portugal. The Man,2018,Feel It Still,False,https://i.scdn.co/image/ab67616d0000b273af52c228c9619ff6298b08cd,2017-06-16,https://p.scdn.co/mp3-preview/e040b2a3da19f132a1a1bd2b7e5d71786fda2be0?cid=914d599079cf414bb7441d9c09e8dd1d
333,34,"""MotorSport""","Migos, Nicki Minaj and Cardi B",2018,MotorSport,True,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890,2018-01-26,
334,35,"""I Like Me Better""",Lauv,2018,I Like Me Better,False,https://i.scdn.co/image/ab67616d0000b2735355919e31efac9b14c45c49,2018-05-31,https://p.scdn.co/mp3-preview/276695d9378710d2920fec4b7186333ac0ad8725?cid=914d599079cf414bb7441d9c09e8dd1d
335,36,"""Youngblood""",5 Seconds of Summer,2018,Youngblood,False,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,2018-06-15,
336,37,"""Whatever It Takes""",Imagine Dragons,2018,Whatever It Takes,False,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,2017-06-23,
337,38,"""Ric Flair Drip""",Offset and Metro Boomin,2018,Ric Flair Drip (with Metro Boomin),True,https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed,2017-10-30,https://p.scdn.co/mp3-preview/dd519f54aa98341e6837711a5294f2cebcf1596f?cid=914d599079cf414bb7441d9c09e8dd1d
338,39,"""I Fall Apart""",Post Malone,2018,I Fall Apart,True,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,2016-12-09,
339,40,"""Pray for Me""",The Weeknd and Kendrick Lamar,2018,Pray For Me,True,https://i.scdn.co/image/ab67616d0000b27312a76d1b13ef07188f7dfbc9,2021-02-05,
340,41,"""Back to You""",Selena Gomez,2018,Back To You - From 13 Reasons Why – Season 2 Soundtrack,False,https://i.scdn.co/image/ab67616d0000b27330885dcb2b5f38512fbcbc59,2018-05-10,
341,42,"""Sicko Mode""",Travis Scott,2018,SICKO MODE,True,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,2018-08-03,https://p.scdn.co/mp3-preview/fdacf2ab74a6022499f95f0d196a6a41bea5f406?cid=914d599079cf414bb7441d9c09e8dd1d
342,43,"""Walk It Talk It""",Migos featuring Drake,2018,Walk It Talk It,True,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890,2018-01-26,
343,44,"""Gucci Gang""",Lil Pump,2018,Gucci Gang,True,https://i.scdn.co/image/ab67616d0000b273d52ef190ae5253eb2c3c764c,2017-10-06,https://p.scdn.co/mp3-preview/d429188071667a3137140112e1db8e5169be269a?cid=914d599079cf414bb7441d9c09e8dd1d
344,45,"""Him & I""",G-Eazy and Halsey,2018,Him & I (with Halsey),True,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,2017-12-15,https://p.scdn.co/mp3-preview/6145c955fbbf7fcfe708d4551ebdc2d74c1bc6c3?cid=914d599079cf414bb7441d9c09e8dd1d
345,46,"""In My Blood""",Shawn Mendes,2018,In My Blood,False,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,2018-05-25,
346,47,"""All the Stars""",Kendrick Lamar and SZA,2018,All The Stars (with SZA),True,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,2018-02-09,
347,48,"""Stir Fry""",Migos,2018,Stir Fry,True,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890,2018-01-26,
348,49,"""Too Good at Goodbyes""",Sam Smith,2018,Too Good At Goodbyes,False,https://i.scdn.co/image/ab67616d0000b273f3ea7140c4a8ba597d0b276b,2017-11-03,
349,50,"""Love""",Kendrick Lamar featuring Zacari,2018,love nwantiti (ah ah ah),True,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,2019-08-30,https://p.scdn.co/mp3-preview/793f76ef025906b417e69065c587f04725d2e6cd?cid=914d599079cf414bb7441d9c09e8dd1d
350,51,"""This Is America""",Childish Gambino,2018,This Is America,True,https://i.scdn.co/image/ab67616d0000b2733504664c17b7b99a3cb7d116,2018-05-06,https://p.scdn.co/mp3-preview/d13abc1cf1c9b5485f6d4e352dc43ea090a5d618?cid=914d599079cf414bb7441d9c09e8dd1d
351,52,"""Nonstop""",Drake,2018,Nonstop,True,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2018-06-29,
352,53,"""Heaven""",Kane Brown,2018,Heaven,False,https://i.scdn.co/image/ab67616d0000b273c7ee084acfc2d7ca0b112b5c,2017-10-06,https://p.scdn.co/mp3-preview/3a9db520226077ab6b760aeafac3e743e01cbd82?cid=914d599079cf414bb7441d9c09e8dd1d
353,54,"""Bodak Yellow""",Cardi B,2018,Bodak Yellow,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/7267de7996898438e7000229d082e410f9992489?cid=914d599079cf414bb7441d9c09e8dd1d
354,55,"""Freaky Friday""",Lil Dicky featuring Chris Brown,2018,Freaky Friday (feat. Chris Brown),True,https://i.scdn.co/image/ab67616d0000b273f1115552efd25fa498ec923a,2018-03-15,https://p.scdn.co/mp3-preview/a6f38d33890e6b13e25827d94ea8e78b9890738a?cid=914d599079cf414bb7441d9c09e8dd1d
355,56,"""Gummo""",6ix9ine,2018,GUMMO,True,https://i.scdn.co/image/ab67616d0000b27314d3a2a7a92b85a06c93e544,2018-04-10,
356,57,"""Plug Walk""",Rich the Kid,2018,Plug Walk,True,https://i.scdn.co/image/ab67616d0000b27364353426de6dfe0206f6d1d3,2018-03-30,
357,58,"""Wait""",Maroon 5,2018,Wait a Minute!,False,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7,2015-01-11,
358,59,"""Be Careful""",Cardi B,2018,Be Careful,True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/f845586d875c960071ef1ffbd22d05375fded43f?cid=914d599079cf414bb7441d9c09e8dd1d
359,60,"""Wolves""",Selena Gomez and Marshmello,2018,Wolves (feat. Post Malone),True,https://i.scdn.co/image/ab67616d0000b273b1b3fdd23be4c158d4d2c32f,2020-09-04,
360,61,"""Bartier Cardi""",Cardi B featuring 21 Savage,2018,Bartier Cardi (feat. 21 Savage),True,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,2018-04-06,https://p.scdn.co/mp3-preview/489fc9c4460c692e9449073aaac48a22820b6103?cid=914d599079cf414bb7441d9c09e8dd1d
361,62,"""God Is a Woman""",Ariana Grande,2018,God is a woman,True,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,2018-08-17,
362,63,"""Big Bank""","YG featuring 2 Chainz, Nicki Minaj and Big Sean",2018,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",True,https://i.scdn.co/image/ab67616d0000b273f43405f32dfe1c07777c06af,2018-08-03,
363,64,"""Sorry Not Sorry""",Demi Lovato,2018,Sorry Not Sorry,True,https://i.scdn.co/image/ab67616d0000b273f70868aec6eebfea4cd16c70,2017-09-29,
364,65,"""How Long""",Charlie Puth,2018,"How Long - From""Euphoria"" An HBO Original Series",False,https://i.scdn.co/image/ab67616d0000b273bc927f76381d64ba6fa6d715,2022-01-26,
365,66,"""Lights Down Low""",Max featuring Gnash,2018,Lights Down Low,False,https://i.scdn.co/image/ab67616d0000b273cb681d4647786d21005ae986,2016-04-08,https://p.scdn.co/mp3-preview/c09ab3e815a7f3910e08fd49cec04676f14d562f?cid=914d599079cf414bb7441d9c09e8dd1d
366,67,"""Young Dumb & Broke""",Khalid,2018,Young Dumb & Broke,False,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,2017-04-27,https://p.scdn.co/mp3-preview/7f85d7814c5ff276d0ad416cd3f4c1cf88ece7af?cid=914d599079cf414bb7441d9c09e8dd1d
367,68,"""One Kiss""",Calvin Harris and Dua Lipa,2018,One Kiss (with Dua Lipa),False,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,2018-04-06,https://p.scdn.co/mp3-preview/128a50f77ec0225f05a2bd1664cab327bc66bc5f?cid=914d599079cf414bb7441d9c09e8dd1d
368,69,"""Natural""",Imagine Dragons,2018,Natural,False,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,2018-11-09,
369,70,"""You Make It Easy""",Jason Aldean,2018,You Make It Easy,False,https://i.scdn.co/image/ab67616d0000b27397696e218e92fa4c2640c6ee,2018-04-13,https://p.scdn.co/mp3-preview/a182b9e4be363d34ca9a6c79b16eebafa7fff3b8?cid=914d599079cf414bb7441d9c09e8dd1d
370,71,"""Shape of You""",Ed Sheeran,2018,Shape of You,False,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-03-03,https://p.scdn.co/mp3-preview/09e92af512355474ccf074988ea208ce6eb90a2b?cid=914d599079cf414bb7441d9c09e8dd1d
371,72,"""I Get the Bag""",Gucci Mane featuring Migos,2018,I Get the Bag (feat. Migos),True,https://i.scdn.co/image/ab67616d0000b273af7525e55333b110ff0f4e95,2017-10-13,https://p.scdn.co/mp3-preview/a5129a8714fc6f01cab372cc464f44249d5aa6b1?cid=914d599079cf414bb7441d9c09e8dd1d
372,73,"""No Brainer""","DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",2018,No Brainer,True,https://i.scdn.co/image/ab67616d0000b273675b26746823f1049dc39342,2018-07-27,https://p.scdn.co/mp3-preview/47edeceebff8efbb8033909dfabcb3bf72eab0b1?cid=914d599079cf414bb7441d9c09e8dd1d
