,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url,itunes_name,genre,trackTime,trackView
0,1,"""Levitating""",Dua Lipa,2021,Levitating,False,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,2020-03-27,https://p.scdn.co/mp3-preview/130e18a8f12e319b06032640c6b75e3881719684?cid=914d599079cf414bb7441d9c09e8dd1d,Levitating (feat. DaBaby),Pop,203064,https://music.apple.com/us/album/levitating-feat-dababy/1532788351?i=1532788352&uo=4
1,2,"""Save Your Tears""",The Weeknd and Ariana Grande,2021,Save Your Tears (with Ariana Grande) (Remix),True,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2020-03-20,,Save Your Tears,R&B/Soul,191014,https://music.apple.com/us/album/save-your-tears-remix/1563812774?i=1563812775&uo=4
2,3,"""Blinding Lights""",The Weeknd,2021,Blinding Lights,False,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2020-03-20,,Blinding Lights,R&B/Soul,200046,https://music.apple.com/us/album/blinding-lights/1499378108?i=1499378607&uo=4
3,4,"""Mood""",24kGoldn featuring Iann Dior,2021,Mood (feat. iann dior),True,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,2021-03-26,https://p.scdn.co/mp3-preview/9f4d2e78c5f0ebb373b28f702597b4f344a8310c?cid=914d599079cf414bb7441d9c09e8dd1d,Mood (feat. iann dior),Hip-Hop/Rap,140885,https://music.apple.com/us/album/mood-feat-iann-dior-live/1584016398?i=1584016415&uo=4
4,5,"""Good 4 U""",Olivia Rodrigo,2021,good 4 u,True,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,,good 4 u,Pop,178148,https://music.apple.com/us/album/good-4-u/1560735414?i=1560735551&uo=4
5,6,"""Kiss Me More""",Doja Cat featuring SZA,2021,Kiss Me More (feat. SZA),True,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,2021-06-25,https://p.scdn.co/mp3-preview/981b61d494e16ae618bbbc1aaafa62a8066530fa?cid=914d599079cf414bb7441d9c09e8dd1d,Kiss Me More (feat. SZA),Pop,208867,https://music.apple.com/us/album/kiss-me-more-feat-sza/1561866167?i=1561866170&uo=4
6,7,"""Leave the Door Open""",Silk Sonic (Bruno Mars and Anderson .Paak),2021,Leave The Door Open,False,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,2021-11-11,https://p.scdn.co/mp3-preview/6e905ca8273bd2c5464c35d0ce10da306a86b11b?cid=914d599079cf414bb7441d9c09e8dd1d,Leave The Door Open (Live),R&B/Soul,260270,https://music.apple.com/us/album/leave-the-door-open-live/1560860885?i=1560861129&uo=4
7,8,"""Drivers License""",Olivia Rodrigo,2021,drivers license,True,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,,drivers license,Pop,242014,https://music.apple.com/us/album/drivers-license/1560735414?i=1560735424&uo=4
8,9,"""Montero (Call Me by Your Name)""",Lil Nas X,2021,MONTERO (Call Me By Your Name),True,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,2021-09-17,https://p.scdn.co/mp3-preview/a25aff06d2a2f2cf4c5d8d9a7e45ce50789cab50?cid=914d599079cf414bb7441d9c09e8dd1d,MONTERO (Call Me By Your Name),Pop,170055,https://music.apple.com/us/album/montero-call-me-by-your-name-satans-extended-version/1560577954?i=1560578325&uo=4
9,10,"""Peaches""",Justin Bieber featuring Daniel Caesar and Giveon,2021,Peaches (feat. Daniel Caesar & Giveon),True,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,2021-03-19,,Peaches (feat. Daniel Caesar & GIVĒON),Pop,198082,https://music.apple.com/us/album/peaches-feat-daniel-caesar-giv%C4%93on/1556175419?i=1556175857&uo=4
10,11,"""Butter""",BTS,2021,Butter,False,https://i.scdn.co/image/ab67616d0000b273240447f2da1433d8f4303596,2021-06-04,https://p.scdn.co/mp3-preview/e93bc746bea9688b7b1ac5648cd678f74a0d1933?cid=914d599079cf414bb7441d9c09e8dd1d,Butter (Sweeter Remix),K-Pop,161935,https://music.apple.com/us/album/butter-sweeter-remix/1598660384?i=1598660386&uo=4
11,12,"""Stay""",The Kid Laroi and Justin Bieber,2021,STAY (with Justin Bieber),True,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,2021-07-09,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=914d599079cf414bb7441d9c09e8dd1d,Stay (feat. Mikky Ekko),Pop,240707,https://music.apple.com/us/album/stay-feat-mikky-ekko/1417177082?i=1417177313&uo=4
12,13,"""Deja Vu""",Olivia Rodrigo,2021,deja vu,True,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,,Deja Vu (feat. Jay-Z),R&B/Soul,239947,https://music.apple.com/us/album/deja-vu-feat-jay-z/250164676?i=250164679&uo=4
13,14,"""Positions""",Ariana Grande,2021,positions,True,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,2020-10-30,,positions,Pop,172325,https://music.apple.com/us/album/positions/1537476578?i=1537477069&uo=4
14,15,"""Bad Habits""",Ed Sheeran,2021,Bad Habits,False,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2021-10-29,https://p.scdn.co/mp3-preview/043f28a973add316f01a36a68f870f588d1dbb8e?cid=914d599079cf414bb7441d9c09e8dd1d,Bad Habits,Pop,230747,https://music.apple.com/us/album/bad-habits/1571330207?i=1571330212&uo=4
15,16,"""Heat Waves""",Glass Animals,2021,Heat Waves,False,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464,2020-08-07,,Heat Waves,Alternative,238805,https://music.apple.com/us/album/heat-waves/1508562310?i=1508562516&uo=4
16,17,"""Without You""",The Kid Laroi,2021,WITHOUT YOU,True,https://i.scdn.co/image/ab67616d0000b273df16d539f508603bfb1efe02,2020-11-06,https://p.scdn.co/mp3-preview/7e8f0d1240399e69dd63202d80e85e85c015d84f?cid=914d599079cf414bb7441d9c09e8dd1d,Without You (feat. Usher),Dance,208133,https://music.apple.com/us/album/without-you-feat-usher/693225996?i=693226002&uo=4
17,18,"""Forever After All""",Luke Combs,2021,Forever After All,False,https://i.scdn.co/image/ab67616d0000b273433fa8ed8901569b606a715e,2020-10-23,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=914d599079cf414bb7441d9c09e8dd1d,Forever After All,Country,232490,https://music.apple.com/us/album/forever-after-all/1527782144?i=1527782455&uo=4
18,19,"""Go Crazy""",Chris Brown and Young Thug,2021,Go Crazy,True,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,2020-05-08,https://p.scdn.co/mp3-preview/e69888b10384542c235064370c0b575918cabb87?cid=914d599079cf414bb7441d9c09e8dd1d,Go Crazy (feat. Jay-Z),Hip-Hop/Rap,253840,https://music.apple.com/us/album/go-crazy-feat-jay-z/1440743075?i=1440743437&uo=4
19,20,"""Astronaut in the Ocean""",Masked Wolf,2021,Astronaut In The Ocean,True,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,2021-01-06,https://p.scdn.co/mp3-preview/25243b032639be974f9ba0cc5b7d3010bd7fe371?cid=914d599079cf414bb7441d9c09e8dd1d,Astronaut In The Ocean,Hip-Hop/Rap,132780,https://music.apple.com/us/album/astronaut-in-the-ocean/1547525310?i=1547525311&uo=4
20,21,"""34+35""",Ariana Grande featuring Doja Cat and Megan Thee Stallion,2021,34+35,True,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,2020-10-30,,34+35 (feat. Doja Cat & Megan Thee Stallion),Pop,182438,https://music.apple.com/us/album/34-35-feat-doja-cat-megan-thee-stallion-remix/1553944254?i=1553944497&uo=4
21,22,"""What You Know Bout Love""",Pop Smoke,2021,What You Know Bout Love,True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,,What You Know Bout Love,Hip-Hop/Rap,160000,https://music.apple.com/us/album/what-you-know-bout-love/1521889004?i=1521889954&uo=4
22,23,"""My Ex's Best Friend""",Machine Gun Kelly featuring Blackbear,2021,my ex's best friend (with blackbear),True,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,2020-09-25,,my ex's best friend,Alternative,139461,https://music.apple.com/us/album/my-exs-best-friend/1526411768?i=1526412272&uo=4
23,24,"""Industry Baby""",Lil Nas X and Jack Harlow,2021,INDUSTRY BABY (feat. Jack Harlow),True,https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,2021-07-23,https://p.scdn.co/mp3-preview/c1ab4a1b3403a8f6ac578ab5081f295751e9f1ca?cid=914d599079cf414bb7441d9c09e8dd1d,INDUSTRY BABY,Hip-Hop/Rap,212000,https://music.apple.com/us/album/industry-baby/1576552540?i=1576552565&uo=4
24,25,"""Therefore I Am""",Billie Eilish,2021,Therefore I Am,False,https://i.scdn.co/image/ab67616d0000b2737a152619a7b55bc621d07901,2020-11-12,,Therefore I Am,Alternative,173539,https://music.apple.com/us/album/therefore-i-am/1564530719?i=1564531181&uo=4
25,26,"""Up""",Cardi B,2021,Up,True,https://i.scdn.co/image/ab67616d0000b273d619b8baab0619516bb53804,2021-02-05,https://p.scdn.co/mp3-preview/c71424ce4db24cfba2fd49f56877242a2fb7a1e4?cid=914d599079cf414bb7441d9c09e8dd1d,Not so Kool-Aid,Standup Comedy,88933,https://music.apple.com/us/album/not-so-kool-aid/1598430903?i=1598431803&uo=4
26,27,"""Fancy Like""",Walker Hayes,2021,Fancy Like,False,https://i.scdn.co/image/ab67616d0000b273cc1ed62132516aabf6ef8751,2022-01-21,https://p.scdn.co/mp3-preview/61e7e539cd3cf7ec562bd07e1401b73da4ad10eb?cid=914d599079cf414bb7441d9c09e8dd1d,Fancy Like,Country,161853,https://music.apple.com/us/album/fancy-like/1595927679?i=1595928077&uo=4
27,28,"""Dakiti""",Bad Bunny and Jhay Cortez,2021,DÁKITI,True,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,2020-10-30,https://p.scdn.co/mp3-preview/4252db9634fc9143dafbcfc298e5957195d3bb32?cid=914d599079cf414bb7441d9c09e8dd1d,DÁKITI,Urbano latino,205090,https://music.apple.com/us/album/d%C3%A1kiti/1542102907?i=1542103620&uo=4
28,29,"""Best Friend""",Saweetie featuring Doja Cat,2021,Best Friend,True,https://i.scdn.co/image/ab67616d0000b27333a6b45fa8354efe37633964,2017-01-25,https://p.scdn.co/mp3-preview/578681b7303415b5abdc5bfe6e01d086ce15308b?cid=914d599079cf414bb7441d9c09e8dd1d,Best Friend (feat. Eminem),Hip-Hop/Rap,314272,https://music.apple.com/us/album/best-friend-feat-eminem/1436731348?i=1436731360&uo=4
29,30,"""Rapstar""",Polo G,2021,RAPSTAR,True,https://i.scdn.co/image/ab67616d0000b273175715816616d0fb317fabeb,2021-04-09,https://p.scdn.co/mp3-preview/d4d0db0533c2452c33cf9b8b03f736113736d699?cid=914d599079cf414bb7441d9c09e8dd1d,RAPSTAR,Hip-Hop/Rap,165926,https://music.apple.com/us/album/rapstar/1561051433?i=1561051618&uo=4
30,31,"""Heartbreak Anniversary""",Giveon,2021,Heartbreak Anniversary,False,https://i.scdn.co/image/ab67616d0000b27318ff322fcdd47c9400872da6,2020-03-27,https://p.scdn.co/mp3-preview/fb4651d307d4692bbbfbbad3a13c4a506a2a0976?cid=914d599079cf414bb7441d9c09e8dd1d,HEARTBREAK ANNIVERSARY,R&B/Soul,198371,https://music.apple.com/us/album/heartbreak-anniversary/1503721742?i=1503721906&uo=4
31,32,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,2021,For The Night (feat. Lil Baby & DaBaby),True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,,Bridesmaids (Unrated),Comedy,7816095,https://itunes.apple.com/us/movie/bridesmaids-unrated/id460403139?uo=4
32,33,"""Calling My Phone""",Lil Tjay and 6lack,2021,Calling My Phone,True,https://i.scdn.co/image/ab67616d0000b2735af0305457ff290e06dcc4c2,2021-04-02,https://p.scdn.co/mp3-preview/379d1239f67ceb2b40e333960c76fb63cd13dca2?cid=914d599079cf414bb7441d9c09e8dd1d,Calling My Phone,Hip-Hop/Rap,205458,https://music.apple.com/us/album/calling-my-phone/1551409729?i=1551409732&uo=4
33,34,"""Beautiful Mistakes""",Maroon 5 featuring Megan Thee Stallion,2021,Beautiful Mistakes (feat. Megan Thee Stallion),False,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,2021-06-11,,Beautiful Mistakes,Pop,227395,https://music.apple.com/us/album/beautiful-mistakes/1565055612?i=1565055614&uo=4
34,35,"""Holy""",Justin Bieber featuring Chance the Rapper,2021,Holy (feat. Chance The Rapper),False,https://i.scdn.co/image/ab67616d0000b273572c68f79b356c21202e248c,2020-09-18,,H.O.L.Y.,Country,193467,https://music.apple.com/us/album/h-o-l-y-acoustic/1476764729?i=1476764754&uo=4
35,36,"""On Me""",Lil Baby,2021,On Me,True,https://i.scdn.co/image/ab67616d0000b2738de3ce24866dcc8ffddbebac,2020-12-04,,On Me (feat. Kendrick Lamar),Hip-Hop/Rap,285640,https://music.apple.com/us/album/on-me-feat-kendrick-lamar/1040340334?i=1040340592&uo=4
36,37,"""You Broke Me First""",Tate McRae,2021,you broke me first,False,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,2020-04-17,https://p.scdn.co/mp3-preview/3c045393315dee8fc3e2dc43043c1b28cac62ab4?cid=914d599079cf414bb7441d9c09e8dd1d,you broke me first,Pop,169266,https://music.apple.com/us/album/you-broke-me-first/1507809903?i=1507810181&uo=4
37,38,"""Traitor""",Olivia Rodrigo,2021,traitor,False,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,,traitor,Pop,229220,https://music.apple.com/us/album/traitor/1560735414?i=1560735421&uo=4
38,39,"""Back in Blood""",Pooh Shiesty featuring Lil Durk,2021,Back In Blood (feat. Lil Durk),True,https://i.scdn.co/image/ab67616d0000b27332c5d1e207364562fe2160b7,2020-11-06,https://p.scdn.co/mp3-preview/02aa9b01948707f910c17962f475d5e8edfff9d8?cid=914d599079cf414bb7441d9c09e8dd1d,Back in Blood (feat. Lil Durk),Hip-Hop/Rap,184490,https://music.apple.com/us/album/back-in-blood-feat-lil-durk/1548999027?i=1548999402&uo=4
39,40,"""I Hope""",Gabby Barrett featuring Charlie Puth,2021,I Hope (feat. Charlie Puth),False,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,2020-06-19,https://p.scdn.co/mp3-preview/0768ee31e0bca8260cd74d9647b4105ba7120dca?cid=914d599079cf414bb7441d9c09e8dd1d,I Hope (feat. Charlie Puth),Country,211605,https://music.apple.com/us/album/i-hope-feat-charlie-puth/1593025925?i=1593026184&uo=4
40,41,"""Dynamite""",BTS,2021,Dynamite,False,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,2020-11-20,https://p.scdn.co/mp3-preview/d8777ce6505aa52625472591ca898146bf3b0914?cid=914d599079cf414bb7441d9c09e8dd1d,Dynamite,Pop,203867,https://music.apple.com/us/album/dynamite/1443147088?i=1443147095&uo=4
41,42,"""Wockesha""",Moneybagg Yo,2021,Wockesha,True,https://i.scdn.co/image/ab67616d0000b273b9ba23c2a9edf6f4b7e48bed,2021-04-23,,Wockesha,Hip-Hop/Rap,180930,https://music.apple.com/us/album/wockesha/1562769837?i=1562769845&uo=4
42,43,"""You Right""",Doja Cat and the Weeknd,2021,You Right,True,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,2021-06-25,https://p.scdn.co/mp3-preview/4aa6c23f93a15bb342d9928d5345ed426c60d7f1?cid=914d599079cf414bb7441d9c09e8dd1d,You Right,Pop,186173,https://music.apple.com/us/album/you-right/1571168930?i=1571169280&uo=4
43,44,"""Beat Box""",SpotemGottem featuring Pooh Shiesty or DaBaby,2021,Beat Box 4 (with NLE Choppa),True,https://i.scdn.co/image/ab67616d0000b27313121b31cce32ae5e459840f,2021-04-09,,Beat Box,Alternative,305278,https://music.apple.com/us/album/beat-box-live/323094344?i=323094498&uo=4
44,45,"""Laugh Now Cry Later""",Drake featuring Lil Durk,2021,Laugh Now Cry Later (feat. Lil Durk),True,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,2020-08-14,,Laugh Now Cry Later (feat. Lil Durk),Hip-Hop/Rap,261493,https://music.apple.com/us/album/laugh-now-cry-later-feat-lil-durk/1527584873?i=1527584879&uo=4
45,46,"""Need to Know""",Doja Cat,2021,Need to Know,True,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,2021-06-25,https://p.scdn.co/mp3-preview/c707247354131537f5d7b0935f38db827711e76c?cid=914d599079cf414bb7441d9c09e8dd1d,Need To Know,Pop,210560,https://music.apple.com/us/album/need-to-know/1571168930?i=1571169194&uo=4
46,47,"""Wants and Needs""",Drake featuring Lil Baby,2021,Wants and Needs (feat. Lil Baby),True,https://i.scdn.co/image/ab67616d0000b2738b20e4631fa15d3953528bbc,2021-03-05,,Wants and Needs (feat. Lil Baby),Hip-Hop/Rap,192956,https://music.apple.com/us/album/wants-and-needs-feat-lil-baby/1556669854?i=1556670532&uo=4
47,48,"""Way 2 Sexy""",Drake featuring Future and Young Thug,2021,Way 2 Sexy (with Future & Young Thug),True,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2021-09-03,,Way 2 Sexy (feat. Future & Young Thug),Hip-Hop/Rap,257605,https://music.apple.com/us/album/way-2-sexy-feat-future-young-thug/1584281467?i=1584281770&uo=4
48,49,"""Telepatía""",Kali Uchis,2021,telepatía,False,https://i.scdn.co/image/ab67616d0000b273044a5466dac00f7b3c570b99,2020-12-04,,telepatía,R&B/Soul,160191,https://music.apple.com/us/album/telepat%C3%ADa/1541730865?i=1541731262&uo=4
49,50,"""Whoopty""",CJ,2021,Whoopty,True,https://i.scdn.co/image/ab67616d0000b2735038c2513329a3123b62923d,2020-08-20,https://p.scdn.co/mp3-preview/48933b2b851c4a8ad6e11c371f40e00002bdeea6?cid=914d599079cf414bb7441d9c09e8dd1d,Whoopty,Hip-Hop/Rap,123263,https://music.apple.com/us/album/whoopty/1561891304?i=1561891776&uo=4
50,51,"""Lemonade""",Internet Money and Gunna featuring Don Toliver and Nav,2021,Lemonade,True,https://i.scdn.co/image/ab67616d0000b273d46a8fffbe6c8630784f04da,2020-08-14,,Lemonade,Hip-Hop/Rap,245988,https://music.apple.com/us/album/lemonade/342397437?i=342397538&uo=4
51,52,"""Good Days""",SZA,2021,Good Days,True,https://i.scdn.co/image/ab67616d0000b2733097b1375ab17ae5bf302a0a,2020-12-25,https://p.scdn.co/mp3-preview/075a042e6e8dda12eb71427bf9f136555ece2424?cid=914d599079cf414bb7441d9c09e8dd1d,Good Days,Singer/Songwriter,291080,https://music.apple.com/us/album/good-days/1615207059?i=1615207064&uo=4
52,53,"""Starting Over""",Chris Stapleton,2021,Starting Over,False,https://i.scdn.co/image/ab67616d0000b2739408342067e2ff50d69a3c98,2020-11-13,,Starting Over,Country,240405,https://music.apple.com/us/album/starting-over/1528423147?i=1528423148&uo=4
53,54,"""Body""",Megan Thee Stallion,2021,Body,True,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,2020-11-20,https://p.scdn.co/mp3-preview/4e6581a35a8005d4c5028f88dda7d2f921faca41?cid=914d599079cf414bb7441d9c09e8dd1d,Body (feat. brando),Dance,163216,https://music.apple.com/us/album/body-feat-brando/1296233038?i=1296233048&uo=4
54,55,"""Willow""",Taylor Swift,2021,willow,False,https://i.scdn.co/image/ab67616d0000b273727e4a8f05a1be549016e688,2022-04-06,,Willow,Action & Adventure,7552767,https://itunes.apple.com/us/movie/willow/id1445914814?uo=4
55,56,"""Bang!""",AJR,2021,Bang!,False,https://i.scdn.co/image/ab67616d0000b273fc9511f26808c1eee73b414d,2021-03-26,https://p.scdn.co/mp3-preview/22fb29d8a7226a4b674afe3af000c4c1fb916a79?cid=914d599079cf414bb7441d9c09e8dd1d,"Harry Potter and the Deathly Hallows, Part 1",Kids & Family,8774597,https://itunes.apple.com/us/movie/harry-potter-and-the-deathly-hallows-part-1/id421072264?uo=4
56,57,"""Better Together""",Luke Combs,2021,Better Together,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/a17eb043e2efec641b21a6f58a44a980c281c4a5?cid=914d599079cf414bb7441d9c09e8dd1d,Better Together,Rock,207679,https://music.apple.com/us/album/better-together/1440857781?i=1440857786&uo=4
57,58,"""You're Mines Still""",Yung Bleu featuring Drake,2021,You're Mines Still,True,https://i.scdn.co/image/ab67616d0000b2738b4260c3139758feba77d17b,2020-10-16,https://p.scdn.co/mp3-preview/9a253af850a0eebc185a82210ef22fa55284a79c?cid=914d599079cf414bb7441d9c09e8dd1d,You’re Mines Still (feat. Drake),Hip-Hop/Rap,226220,https://music.apple.com/us/album/youre-mines-still-feat-drake/1535951143?i=1535951144&uo=4
58,59,"""Every Chance I Get""",DJ Khaled featuring Lil Baby and Lil Durk,2021,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),True,https://i.scdn.co/image/ab67616d0000b273dcd4d70294f17175991ba1bb,2021-04-30,https://p.scdn.co/mp3-preview/a5c23fffc560e9a9661279daddf02fa3d8d694ff?cid=914d599079cf414bb7441d9c09e8dd1d,Every Chance I Get,Rap,289867,https://music.apple.com/us/album/every-chance-i-get/1260880949?i=1260881187&uo=4
59,60,"""Essence""",Wizkid featuring Justin Bieber and Tems,2021,Essence (feat. Tems),False,https://i.scdn.co/image/ab67616d0000b27390e89e3afc4441bf36720a73,2020-10-29,https://p.scdn.co/mp3-preview/d35746128e27538296e7f95c61d85e91bcec7c77?cid=914d599079cf414bb7441d9c09e8dd1d,Essence (feat. Tems),Worldwide,249034,https://music.apple.com/us/album/essence-feat-tems/1531532301?i=1531532767&uo=4
60,61,"""Chasing After You""",Ryan Hurd and Maren Morris,2021,Chasing After You (with Maren Morris),False,https://i.scdn.co/image/ab67616d0000b27315d7ded0dc48a1c9ee9183e4,2021-02-12,https://p.scdn.co/mp3-preview/eb3f1aaad64e6eb91f32dfea58789a02083e72b4?cid=914d599079cf414bb7441d9c09e8dd1d,Chasing After You,Country,207974,https://music.apple.com/us/album/chasing-after-you/1551885139?i=1551885140&uo=4
61,62,"""The Good Ones""",Gabby Barrett,2021,The Good Ones,False,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,2020-06-19,https://p.scdn.co/mp3-preview/2cdfe8f2b717bd54aa40dd8b8066b66c4770b9c7?cid=914d599079cf414bb7441d9c09e8dd1d,The Good Ones,Country,215141,https://music.apple.com/us/album/the-good-ones/1510409258?i=1510409277&uo=4
62,63,"""Leave Before You Love Me""",Marshmello and Jonas Brothers,2021,Leave Before You Love Me (with Jonas Brothers),False,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,2021-05-21,,Leave Before You Love Me,Pop,154983,https://music.apple.com/us/album/leave-before-you-love-me/1568213123?i=1568213204&uo=4
63,64,"""Glad You Exist""",Dan + Shay,2021,Glad You Exist,False,https://i.scdn.co/image/ab67616d0000b273c66d80518c514a9c8232393f,2021-02-05,https://p.scdn.co/mp3-preview/f6cb011d835e5a0df7b0eb72f7d5fe7df5a525fe?cid=914d599079cf414bb7441d9c09e8dd1d,Glad You Exist,Country,144533,https://music.apple.com/us/album/glad-you-exist/1549297963?i=1549297964&uo=4
64,65,"""Lonely""",Justin Bieber and Benny Blanco,2021,Lonely (with Lil Wayne),True,https://i.scdn.co/image/ab67616d0000b27322ff72d81de2ce4398322255,2021-09-09,,Lonely,Hip-Hop/Rap,237893,https://music.apple.com/us/album/lonely-disney-edit/1445011871?i=1445011874&uo=4
65,66,"""Beggin'""",Måneskin,2021,Beggin',False,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,2017-12-08,https://p.scdn.co/mp3-preview/49cf31ccb79722050016ea70c140a4df38211c61?cid=914d599079cf414bb7441d9c09e8dd1d,Beggin',Hip-Hop/Rap,218707,https://music.apple.com/us/album/beggin/1527819966?i=1527819993&uo=4
66,67,"""Streets""",Doja Cat,2021,Streets,True,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,2019-11-07,https://p.scdn.co/mp3-preview/1981f558e6a08cf5f2ea2723557c679ca66dfd8c?cid=914d599079cf414bb7441d9c09e8dd1d,Streets,R&B/Soul,242692,https://music.apple.com/us/album/streets-silhouette-remix/1557715725?i=1557715728&uo=4
67,68,"""What's Next""",Drake,2021,What's Next,False,https://i.scdn.co/image/ab67616d0000b273aeb93e49c14980e947fdda58,2021-03-05,,What's Next,Metal,53796,https://music.apple.com/us/album/whats-next/1463706038?i=1463706048&uo=4
68,69,"""Famous Friends""",Chris Young and Kane Brown,2021,Famous Friends,False,https://i.scdn.co/image/ab67616d0000b2734394ca9fbd7a2ab0e28f560d,2020-11-20,https://p.scdn.co/mp3-preview/b62b1af57d3dcaac6063c710382683ac49ba320c?cid=914d599079cf414bb7441d9c09e8dd1d,Famous Friends,Country,165569,https://music.apple.com/us/album/famous-friends/1540145432?i=1540145776&uo=4
69,70,"""Lil Bit""",Nelly and Florida Georgia Line,2021,Lil Bit,True,https://i.scdn.co/image/ab67616d0000b27395a25a5b79a59eba1c8f93ee,2020-10-23,https://p.scdn.co/mp3-preview/5ba199f38641a7b5187f2df5b3343eba26d48bc2?cid=914d599079cf414bb7441d9c09e8dd1d,Lil Bit,Country,195962,https://music.apple.com/us/album/lil-bit/1535708547?i=1535708548&uo=4
70,71,"""Thot Shit""",Megan Thee Stallion,2021,Thot Shit,True,https://i.scdn.co/image/ab67616d0000b273bc4f7b30f8bbbb9af57ea212,2021-06-11,https://p.scdn.co/mp3-preview/9b93bf5abda3501c4abe80cdc30c1f3ec9b9a29c?cid=914d599079cf414bb7441d9c09e8dd1d,Thot Shit,Hip-Hop/Rap,184635,https://music.apple.com/us/album/thot-shit/1571139515?i=1571139786&uo=4
71,72,"""Late at Night""",Roddy Ricch,2021,late at night,True,https://i.scdn.co/image/ab67616d0000b27368d52e5f5058e58ce3e62c77,2021-06-04,https://p.scdn.co/mp3-preview/1ce02126acbc6d379d2061318b5cb00543eac771?cid=914d599079cf414bb7441d9c09e8dd1d,late at night,Hip-Hop/Rap,174549,https://music.apple.com/us/album/late-at-night/1598011282?i=1598011713&uo=4
72,73,"""Kings & Queens""",Ava Max,2021,Kings & Queens,False,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,2020-09-18,https://p.scdn.co/mp3-preview/3d1b7c2dd0fa6109d374344a82e204e2df14da62?cid=914d599079cf414bb7441d9c09e8dd1d,Stephen King's It,Horror,11242542,https://itunes.apple.com/us/movie/stephen-kings-it/id658825811?uo=4
73,74,"""Anyone""",Justin Bieber,2021,Anyone,False,https://i.scdn.co/image/ab67616d0000b2733bbec671f22ef564280319da,2022-04-05,,Anyone,Pop,190779,https://music.apple.com/us/album/anyone/1544839500?i=1544839502&uo=4
74,75,"""Track Star""",Mooski,2021,Track Star,True,https://i.scdn.co/image/ab67616d0000b273e4ba2e0371d692d957568407,2021-02-09,,Track Star (feat. Yung Bleu),R&B/Soul,221054,https://music.apple.com/us/album/track-star-feat-yung-bleu-remix-2-0/1567444462?i=1567444750&uo=4
